ATG7_T1	ATG7_T2	ATG7_T3	pMXS_T1	pMXS_T2	pMXS_T3
Aste1	0	0	0	0	0	0
Atp2c1	0	0	0	0	0	0
Gm19667	0	0	0	0	0	0
Gm7436	0	0	0	0	0	0
Gm28555	0	0	0	0	0	0
Pik3r4	574	664	477	545	573	661
Gm22720	0	0	0	0	0	0
Col6a6	0	0	0	0	0	0
Gm38314	0	0	0	0	0	0
Col6a5	0	0	0	0	0	0
Col6a4	0	0	0	0	0	0
Gm24631	0	0	0	0	0	0
RP24-294A16.4	0	0	0	0	0	0
Gm36993	0	0	0	0	0	0
Gm9451	0	0	0	0	0	0
Gm29208	0	0	0	0	0	0
D030055H07Rik	0	0	0	0	0	0
Glyctk	0	0	0	0	0	0
Mir135a-1	2	0	0	0	0	0
Wdr82	0	0	0	0	0	0
Mirlet7g	0	0	0	0	0	0
Ppm1m	0	0	0	0	0	0
Twf2	0	0	0	0	0	0
Tlr9	0	0	0	0	0	0
Alas1	0	0	0	0	0	0
4930500F10Rik	0	0	0	0	0	0
Poc1a	0	0	0	0	0	0
Gm29123	0	0	0	0	0	1
Dusp7	0	0	0	0	0	0
Rpl29	0	0	0	0	0	0
Acy1	0	0	0	0	0	0
Abhd14a	65	35	34	43	51	26
Abhd14b	0	0	0	0	0	0
Gm28959	6	3	0	4	8	3
Pcbp4	0	0	0	0	0	0
Gpr62	0	0	0	0	0	0
Parp3	0	0	0	0	0	0
Rrp9	0	0	0	0	0	0
Iqcf1	0	0	0	0	0	0
Iqcf3	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0
Iqcf4	0	0	0	0	0	0
Iqcf6	0	0	0	0	0	0
Gm26185	0	0	0	0	0	0
Gm28111	0	0	0	0	0	0
Grm2	0	0	0	0	0	0
Tex264	0	0	0	0	0	0
Rad54l2	0	0	0	0	0	0
Gm22384	0	0	0	0	0	0
Vprbp	0	0	0	0	0	0
Manf	0	0	0	0	0	0
Gm37612	0	0	0	0	0	0
Rbm15b	0	0	0	0	0	0
4930524O07Rik	0	0	0	0	0	0
Dock3	0	0	0	0	0	0
Gm17205	0	0	0	0	0	0
Gm22454	0	0	0	0	0	0
Gm17117	0	0	1	0	0	0
Gm23595	419	503	313	264	386	408
AA543401	0	0	0	0	0	0
Gm22238	0	0	0	0	0	0
1700039M15Rik	0	0	0	0	0	0
Mapkapk3	0	0	0	0	0	0
Gm17040	0	0	0	0	0	0
Cish	0	0	0	0	0	0
Gm17041	0	0	0	0	0	0
Hemk1	0	0	0	0	0	0
6430571L13Rik	0	0	0	0	0	0
4930429P21Rik	0	0	0	0	0	0
Cacna2d2	0	0	0	0	0	0
Gm17141	0	0	0	0	0	0
Gm17118	0	0	0	0	0	0
Tmem115	0	0	0	0	1	0
Cyb561d2	2	0	1	0	2	1
Nprl2	0	0	0	0	0	0
Zmynd10	0	0	0	0	0	0
Gm34106	0	0	0	0	0	0
Rassf1	0	0	0	0	0	0
Gm9917	0	0	0	0	0	0
Tusc2	0	0	0	0	0	0
Hyal2	0	0	0	0	0	0
Gm16343	243	232	165	261	265	223
Hyal1	0	0	0	0	0	0
Nat6	0	0	0	0	0	0
Hyal3	0	0	0	0	0	0
Ifrd2	0	0	0	0	0	0
Lsmem2	0	0	0	0	0	0
Gm38150	0	0	0	0	0	0
Sema3b	0	0	0	0	0	0
Gnai2	0	0	0	0	0	0
Gm19721	0	0	0	0	0	0
Slc38a3	298	362	242	459	348	290
Gnat1	0	0	0	0	0	0
A930036K24Rik	0	0	0	0	0	0
Sema3f	0	0	0	0	0	0
Rbm5	0	0	0	0	0	0
Gm37850	0	0	0	0	0	0
Rbm6	0	0	0	0	0	0
Gm37436	0	0	0	0	0	0
Mon1a	0	0	0	0	0	0
Gm23856	0	0	0	0	0	0
Mst1r	0	0	1	0	0	0
Actl11	0	0	0	0	0	0
Gm37974	0	0	0	0	0	0
Camkv	0	0	0	0	0	0
Traip	0	0	0	0	0	0
Uba7	0	0	0	0	0	0
Gm20661	0	0	0	0	0	0
Fam212a	0	0	0	0	0	0
Gm24944	0	0	0	0	0	0
4921523L03Rik	0	0	1	0	0	0
Cdhr4	0	0	0	0	0	0
Gm20662	0	0	0	0	0	0
4930535L15Rik	0	0	0	0	0	0
Ip6k1	0	0	0	0	0	0
Gm38134	0	0	0	0	0	0
Gmppb	0	0	0	0	0	0
Rnf123	0	0	0	0	0	0
Gm20529	0	0	0	0	0	0
Amigo3	0	0	0	0	0	0
Mst1	0	0	0	0	0	0
Mir7088	0	0	0	0	0	0
Apeh	0	0	0	0	0	0
Bsn	0	0	0	0	0	0
AC137678.1	0	0	0	0	0	0
4930447F24Rik	0	2	0	0	0	0
Gm37201	0	0	0	0	0	0
Gm37247	0	0	0	0	0	0
Gm37230	0	0	0	0	0	0
Dag1	0	0	0	0	0	0
Nicn1	0	0	0	0	0	0
Amt	0	0	0	0	0	0
Tcta	0	0	0	0	0	0
Rhoa	0	0	0	0	0	0
Gm37568	0	0	0	0	0	0
Gm37401	3	3	2	77	222	1216
Gpx1	0	0	0	0	0	0
Usp4	0	0	0	0	0	0
Rps2-ps11	0	0	0	0	0	0
Gm37963	0	0	0	0	0	0
1700102P08Rik	0	0	0	0	0	0
Ccdc36	0	0	0	0	0	0
Gm25456	0	0	0	0	0	0
BC048562	0	0	0	0	0	0
Klhdc8b	0	0	0	0	0	0
Ccdc71	0	0	0	0	0	0
Gm37475	0	0	0	0	0	0
Lamb2	0	0	0	0	0	0
Usp19	20	9	7	15	19	14
Qars	1	0	0	0	2	4
Qrich1	0	1	0	0	0	0
Gm38366	15	21	5	17	8	14
Gm37678	0	0	0	0	0	0
Impdh2	0	0	0	0	0	0
Ndufaf3	0	0	0	0	0	0
4833445I07Rik	0	0	0	0	0	0
Gm24083	0	0	0	0	0	0
Mir191	0	0	0	0	0	0
Mir425	0	0	0	0	0	0
Dalrd3	0	0	0	0	0	0
Wdr6	0	0	0	0	1	0
P4htm	0	0	0	0	0	0
Gm38163	0	0	0	0	0	0
Arih2	0	0	0	0	0	0
Gm26298	0	0	0	0	0	0
Slc25a20	0	0	0	0	0	0
Prkar2a	0	0	0	0	0	0
Gm24259	0	0	0	0	0	0
Ip6k2	0	0	0	1	0	0
Gm23034	0	0	0	0	0	0
Nckipsd	0	0	0	0	0	0
Gm35025	0	0	0	0	0	0
Gm37714	8	7	3	6	4	5
Celsr3	0	0	0	0	0	0
Gm23156	0	0	0	0	0	0
Slc26a6	0	0	0	0	0	0
Tmem89	0	0	0	0	0	0
Uqcrc1	0	0	0	0	0	0
Gm37284	0	0	0	0	0	0
Col7a1	0	0	0	0	0	0
Mir711	0	0	0	0	0	0
Ucn2	0	0	0	0	0	0
Gm38004	0	0	0	0	0	0
Pfkfb4	0	0	0	0	0	0
Shisa5	0	0	0	0	0	0
Gm42641	0	0	0	0	0	0
Trex1	0	0	0	0	0	0
Atrip	0	0	0	0	0	0
Tma7	0	0	0	0	0	0
Ccdc51	0	0	0	0	0	0
Gm7628	0	0	0	0	0	0
Plxnb1	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0
Fbxw13	0	0	0	0	0	0
Fbxw20	0	0	0	0	0	0
Fbxw14	9	2	7	8	0	8
Gm22821	0	0	0	0	0	0
Fbxw28	0	0	0	0	0	0
Gm25484	0	0	0	0	0	0
Gm24641	0	0	0	0	0	0
Fbxw22	2	5	2	1	0	0
Fbxw16	0	0	0	1	0	0
Gm42494	0	0	0	0	0	0
Gm42493	0	0	0	0	0	0
Fbxw19	0	0	0	0	0	0
Fbxw23	0	0	0	0	0	0
Gm42756	0	0	0	0	0	0
Gm43089	0	0	0	0	0	0
Fbxw15	0	0	0	0	0	0
Gm42755	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0
Fbxw25	0	0	0	0	0	0
Fbxw18	0	0	0	0	0	0
Gm43209	0	0	0	0	0	0
Fbxw26	0	0	0	0	0	0
Fbxw27	0	0	0	0	0	0
Spink8	0	0	0	0	0	0
3000002C10Rik	0	0	0	0	0	0
Nme6	0	0	0	0	0	0
Camp	0	0	0	0	0	0
Cdc25a	0	0	0	0	0	0
Mir7089	0	0	0	0	0	0
Gm4644	0	0	0	0	0	0
Map4	0	0	0	0	0	0
Gm4734	4	0	2	2	1	4
Gm43732	0	0	0	0	0	0
Gm42433	0	0	0	0	0	0
Gm42432	0	0	0	0	0	0
Dhx30	0	0	0	0	0	0
Gm27855	0	0	0	0	0	0
Smarcc1	0	0	0	0	0	0
Gm23377	0	0	0	0	0	0
Gm23377.1	9	2	3	1	1	5
Cspg5	0	0	0	0	0	0
Gm43622	0	0	0	0	0	0
Mir6236	0	0	0	0	0	0
Gm42775	0	0	0	0	0	0
Elp6	0	0	0	0	0	0
Gm42638	0	0	0	0	0	0
Scap	0	0	0	0	0	0
5830462I19Rik	0	0	0	0	0	0
Ptpn23	0	0	0	0	0	0
Ngp	0	0	0	0	0	0
Klhl18	0	0	0	0	0	0
Kif9	0	0	0	0	0	0
Setd2	0	0	0	0	0	0
Gm42763	0	0	0	0	0	0
Nradd	0	0	0	0	0	0
Nbeal2	0	0	0	0	0	0
Mir8107	0	0	0	0	0	0
Gm42470	0	0	0	0	0	0
Ccdc12	0	0	0	0	0	0
Gm42762	0	0	0	0	2	0
Pth1r	0	0	0	0	0	0
Myl3	0	0	0	0	0	0
Prss42	0	0	1	0	0	0
Prss44	0	0	0	0	0	0
Prss43	0	0	0	0	0	0
Prss45	44	60	41	48	39	45
Prss46	0	0	0	0	0	0
Prss50	0	0	0	0	0	0
Tmie	0	0	0	0	0	0
Als2cl	0	0	0	0	0	0
Gm43127	0	0	0	0	0	0
Gm590	0	0	0	0	0	0
Gm24269	0	0	0	0	0	0
Tdgf1	63	63	26	37	36	31
Lrrc2	0	0	0	0	0	0
Gm43535	0	0	0	0	0	0
Rtp3	0	0	3	0	0	0
1700061E17Rik	0	0	0	0	0	0
Gm10030	0	0	0	0	0	0
Ltf	0	0	0	0	0	0
Gm43814	0	0	0	0	0	0
Ccrl2	0	0	0	0	0	0
Rp31-ps19	0	0	0	0	0	0
Gm26409	0	0	0	0	0	0
Lrrfip2	0	0	0	0	0	0
Mlh1	0	0	0	0	0	0
Gm24860	0	0	0	0	0	0
Epm2aip1	0	0	0	0	0	0
Trank1	0	0	0	0	0	0
Gm42527	0	0	0	0	0	0
Dclk3	0	0	0	0	0	0
Gm42523	0	0	0	0	0	0
Gm43236	0	0	0	0	0	0
Stac	0	0	0	0	0	0
n-R5s90	2	0	0	0	0	0
RP23-351O20.1	0	0	0	0	0	0
Arpp21	0	0	0	0	0	0
Mir128-2	0	0	0	0	5	1
2310075C17Rik	0	0	0	0	0	0
2900079G21Rik	0	0	0	1	0	0
RP23-311A1.1	268	482	483	223	326	698
Gm27847	0	0	0	0	1	0
Gm24957	0	0	0	0	0	0
RP24-300B21.2	0	0	0	0	0	0
RP24-300B21.1	0	0	0	0	0	0
RP23-246D7.1	0	0	0	0	0	0
RP23-246D7.2	0	0	0	0	0	0
Gm22492	0	2	9	0	1	0
RP23-471H21.3	0	0	0	0	0	0
RP23-471H21.2	0	0	0	0	0	0
AU023762	514	508	432	622	554	564
RP24-365A12.1	0	0	0	0	0	0
RP24-365A12.2	0	0	0	0	0	0
Pdcd6ip	0	0	0	0	0	0
Clasp2	0	0	0	0	0	0
Gm25059	0	0	0	0	0	0
Ubp1	0	0	0	0	0	0
Fbxl2	0	0	0	0	0	0
RP23-280C13.3	0	0	0	0	0	0
Susd5	0	0	0	0	0	0
RP23-63L7.3	0	0	0	0	0	0
4921528I07Rik	44	34	26	38	47	49
Bcl2a1c	0	0	0	0	0	0
4930520O04Rik	0	1	1	0	2	4
Crtap	0	0	0	0	0	0
Glb1	0	0	0	0	0	0
Tmppe	0	0	0	0	0	0
Ccr4	0	0	0	0	0	0
Trim71	0	0	0	0	0	0
C130032M10Rik	0	0	0	0	0	0
Cnot10	967	927	580	731	852	947
Gm23232	0	0	0	0	0	0
RP23-405I13.1	0	0	0	0	0	0
Dync1li1	0	0	0	0	0	0
Cmtm6	19	33	17	30	35	43
Cmtm7	0	0	0	0	0	0
Gm9888	0	0	0	0	0	0
Cmtm8	0	0	0	0	0	0
Gm23889	0	0	0	0	0	0
Gpd1l	0	0	0	0	0	0
Osbpl10	0	0	0	0	0	0
Rps27rt	0	0	0	0	0	0
Gm4665	0	0	0	0	0	0
Gm26962	0	0	0	0	0	0
Gm27002	4	8	1	21	19	14
Stt3b	0	0	0	0	0	0
RP23-197K11.6	0	0	0	0	0	0
Mir467h	0	0	0	0	0	0
Gm26303	0	0	0	0	0	0
Gm25510	0	0	0	0	0	0
RP23-271F18.2	0	0	0	0	0	1
Gm22243	0	0	0	0	0	0
Gm5921	0	0	0	0	0	0
n-R5s92	0	0	0	0	0	0
RP23-451B4.1	0	0	0	0	0	0
RP23-451B4.2	0	0	0	0	0	0
Gadl1	7	29	8	12	17	12
Gm16142	0	0	0	0	0	0
Gm9385	0	0	0	0	0	0
Tgfbr2	0	0	0	0	0	0
RP24-318O6.3	0	0	0	0	0	0
RP24-318O6.2	0	0	0	0	0	0
RP23-396C4.1	1	0	2	0	0	0
RP23-396C4.2	2	2	0	1	0	0
Rbms3	0	0	3	0	0	0
Gm18489	0	0	0	0	0	0
Gm20397	0	0	0	0	0	0
Gm17396	0	0	0	0	0	0
Gm20396	0	0	19	0	1	1
RP23-357C16.1	0	0	3	0	0	0
Gm26614	2	4	1	0	1	1
Zcwpw2	0	0	0	0	0	0
Gm22008	0	0	0	0	0	0
Azi2	0	0	0	0	0	0
Cmc1	0	0	0	0	0	0
Gm17399	0	0	0	0	0	0
Gm22198	0	0	0	0	0	0
2610509F24Rik	0	0	0	0	0	0
Platr11	0	0	0	0	0	0
RP23-272A7.3	0	0	0	0	0	0
Gm22479	0	0	0	0	0	0
Eomes	0	0	0	0	0	0
RP24-257F22.3	0	0	0	0	0	0
Golga4	0	0	0	0	0	0
RP24-257F22.4	0	0	0	0	0	0
RP24-257F22.2	0	0	0	0	0	0
Itga9	0	0	0	0	0	0
Gm10157	0	0	0	0	0	0
Gm2415	0	0	0	0	0	0
Gm16295	0	0	0	0	0	0
Ctdspl	0	0	0	0	0	0
Mir26a-1	11	0	0	0	0	0
Vill	0	0	0	0	0	0
Plcd1	0	0	0	0	0	0
Dlec1	0	0	0	0	0	0
Acaa1b	0	0	0	0	0	0
Gm10608	0	0	0	0	0	0
RP23-129C12.8	0	0	0	0	0	0
Slc22a14	3	2	0	0	3	4
Slc22a13	0	0	0	0	1	0
Slc22a13b-ps	0	0	0	0	0	0
Oxsr1	0	0	0	0	0	0
Gm22729	0	0	0	0	0	0
Myd88	0	2	0	2	0	0
Acaa1a	0	0	0	0	0	0
Xylb	0	0	0	0	0	0
Acvr2b	0	0	0	0	0	0
RP24-95N16.3	0	0	0	0	0	0
4930516B21Rik	0	0	0	0	0	0
Exog	0	1	0	0	0	0
Scn5a	0	0	0	0	0	0
Scn10a	3	3	0	0	12	1
Scn11a	0	0	0	0	0	0
Gm2449	0	0	0	0	0	0
Wdr48	0	0	0	0	0	0
Cx3cr1	0	0	0	0	0	0
Gorasp1	0	0	0	2	0	0
Ttc21a	0	0	0	0	0	0
Csrnp1	0	0	0	0	0	0
RP24-233B16.1	0	0	0	0	0	0
RP24-233B16.2	0	0	0	0	0	0
RP24-233B16.4	0	0	0	0	0	0
Xirp1	0	0	0	0	0	0
RP24-233B16.6	0	0	0	0	0	0
Ccr8	0	0	1	0	0	1
RP24-233B16.8	0	0	0	0	0	0
Slc25a38	0	0	0	0	0	0
Rpsa	0	0	0	1	0	0
Gm24044	0	0	0	0	0	0
Gm26448	0	0	0	0	0	0
Snora62	0	0	0	0	0	1
RP24-87K15.4	3	4	2	2	2	13
Mobp	0	0	0	0	0	0
RP24-87K15.8	0	0	0	0	0	0
Gm37111	0	0	0	0	0	0
RP24-87K15.6	4	1	0	0	2	5
RP24-87K15.7	0	0	0	0	0	0
Myrip	0	0	0	0	0	0
Gm15566	0	0	0	0	0	0
Gm15565	0	0	0	0	0	0
RP23-366E1.3	0	0	0	0	0	0
Eif1b	0	0	0	0	0	0
RP23-366E1.5	0	0	0	0	0	0
Entpd3	0	0	0	0	0	0
Rpl14	0	0	0	0	0	0
5830454E08Rik	0	0	0	0	0	0
RP24-264F17.3	0	0	0	0	0	0
RP24-264F17.6	0	0	0	0	0	0
RP24-264F17.4	0	0	0	0	0	0
RP24-264F17.5	0	0	0	0	0	2
RP23-242K3.7	0	0	0	0	0	0
RP23-242K3.6	0	0	0	0	0	0
Gm23624	0	0	0	0	0	0
RP23-242K3.1	0	0	0	0	0	0
RP23-242K3.5	0	0	0	0	0	0
RP23-242K3.4	0	0	0	0	0	0
RP23-242K3.3	0	0	0	0	0	0
RP23-242K3.2	0	0	0	0	0	1
RP24-499N24.4	80	68	52	71	88	66
RP24-499N24.5	0	0	0	0	0	0
RP24-499N24.6	0	0	0	0	0	0
1700020M21Rik	0	0	0	0	0	0
4930593C16Rik	461	357	222	358	353	279
Ctnnb1	0	0	0	0	0	0
Mir7090	10	7	7	16	9	24
Ulk4	150	118	66	147	113	85
Gm22987	0	1	0	0	0	0
Gm17157	2	5	0	5	6	5
RP23-186B12.2	0	0	0	0	0	0
Trak1	0	0	0	0	0	1
RP23-186B12.3	0	0	0	0	0	0
RP24-295J1.1	22	17	9	17	36	9
Cck	2	3	3	4	0	1
RP23-241P13.4	7	13	6	11	4	6
RP23-241P13.5	0	0	0	0	0	0
Lyzl4	50	44	34	84	73	61
Lyzl4os	0	0	0	0	0	0
RP24-94A19.4	3	0	2	1	1	1
Vipr1	10	7	1	5	4	9
Sec22c	0	0	0	0	0	0
Deb1	158	150	101	176	148	128
Nktr	0	0	0	1	0	2
E530011L22Rik	1	0	0	1	0	5
Zfp651	27	10	16	4	19	15
RP24-93F20.6	0	0	0	0	0	0
Klhl40	15	8	4	10	9	9
Hhatl	24	14	17	12	4	17
Ccdc13	1	2	0	0	0	0
Gm17163	0	0	0	0	0	0
RP24-93F20.12	243	224	145	271	242	227
Higd1a	6	3	3	2	5	6
RP24-93F20.11	4	2	2	7	2	3
RP24-93F20.9	506	450	291	542	501	474
Ackr2	5	1	2	9	4	3
Cyp8b1	0	0	0	0	0	0
RP23-366E4.2	9	5	6	3	6	16
1700048O20Rik	10	8	15	20	16	14
RP23-366E4.6	109	90	94	29	44	112
Fam198a	0	0	0	0	0	0
Pomgnt2	40	17	35	105	65	61
RP23-366E4.8	60	37	21	62	45	38
RP23-366E4.9	0	0	0	0	0	0
RP23-366E4.10	1	5	2	10	5	1
RP24-325N9.2	4	0	0	0	1	5
Snrk	3	1	0	0	3	0
RP24-325N9.3	0	0	0	0	0	0
RP24-325N9.4	0	0	0	2	0	1
RP24-325N9.5	3	7	2	1	7	14
Ano10	0	0	0	0	0	0
Mir8106	24	33	17	22	16	19
Gm26797	22	25	12	21	13	24
RP24-233F22.3	11	24	9	18	13	17
Abhd5	23	22	4	29	25	44
A730085K08Rik	2118	2114	1237	1821	1851	1518
RP23-12I4.4	4	0	1	1	0	0
RP23-12I4.3	4	0	1	4	4	0
RP23-12I4.5	10	2	1	0	1	4
RP23-12I4.7	401	371	270	388	398	382
RP23-12I4.6	1	2	1	1	0	0
RP24-198N9.1	0	0	0	0	0	0
9530059O14Rik	3591	3833	3201	3509	4111	3727
RP23-361B11.1	5	2	0	1	0	2
RP23-361B11.3	48	53	55	52	63	37
Mir138-1	0	0	0	3	0	0
RP23-92N3.1	11	19	7	6	14	3
RP23-92N3.2	0	0	0	0	0	0
RP23-92N3.3	21	23	21	34	26	31
Topaz1	0	0	0	0	0	0
Tcaim	14	13	13	7	3	13
Gm25341	221	196	104	208	247	169
Gm35549	15	8	8	1	5	16
Zfp445	92	75	82	10	11	102
RP23-438P19.7	145	140	114	163	208	190
A530083I20Rik	10	9	4	4	12	16
Zkscan7	109	120	48	102	104	90
RP23-438P19.11	0	0	0	0	0	0
RP23-438P19.10	0	2	0	0	0	0
Zfp105	94	110	69	90	105	91
RP23-438P19.12	0	0	0	0	0	0
RP23-438P19.13	0	0	0	2	0	0
1110059G10Rik	0	0	0	0	0	1
Kif15	534	524	367	641	581	475
RP23-453B15.4	0	0	0	0	0	0
RP23-453B15.7	304	329	203	336	423	421
Tmem42	0	3	0	0	0	0
RP23-453B15.8	2	1	1	2	4	4
Tgm4	0	0	0	0	0	0
Zdhhc3	0	0	0	0	0	0
Exosc7	0	0	0	2	0	0
RP23-338G21.3	0	0	0	0	0	1
Clec3b	9	2	1	8	5	3
Gm23323	0	1	1	1	0	0
Cdcp1	0	0	1	0	0	0
Tmem158	14	11	3	2	10	8
Scp2-ps2	1	3	1	3	5	2
RP24-390M17.1	0	0	0	0	0	0
Lars2	1	1	2	0	1	0
Limd1	70	67	35	64	73	65
Sacm1l	8	2	5	0	2	0
Slc6a20b	34	32	26	34	73	49
Slc6a20a	2	0	1	4	0	0
Gm17120	0	0	0	0	0	0
RP24-298N7.11	36	34	30	52	45	52
RP24-298N7.10	294	331	227	294	294	281
Gm17200	34	26	17	22	30	27
Ccr9	1	0	0	2	3	0
Gm10052	0	0	0	0	0	0
Lztfl1	21	30	7	17	28	16
Gm17020	0	0	0	0	0	0
Gm17021	36	25	27	30	31	38
Fyco1	466	530	360	498	494	528
Cxcr6	10	12	8	1	2	8
Xcr1	0	0	0	0	0	0
WI1-1203N12.2	0	0	0	0	0	0
Ccr1	7	17	21	39	21	15
Ccr1l1	60	80	58	71	73	60
Ccr3	6	6	4	3	5	2
Ccr2	1	0	0	0	2	0
Ccr5	144	167	71	179	139	114
CAAA01180111.2	0	0	0	0	0	1
2010315B03Rik	0	0	0	0	0	0
CAAA01144662.1	1	0	1	0	4	0
CAAA01216754.2	13	9	15	8	10	11
CAAA01216754.1	206	116	102	147	121	116
Nlrp4g	0	0	0	0	0	0
CAAA01090811.1	0	1	0	0	0	0
Ppp2r3d	9	16	10	2	4	7
CAAA01125382.3	10	8	5	11	9	2
CAAA01125382.2	1	0	0	0	0	0
Gm21836	0	0	0	0	0	0
Pisd-ps1	12	12	22	15	17	18
Sfi1	32	50	37	43	42	81
Gm11399	1375	1502	1219	1534	1336	1417
Gm11400	0	3	3	3	3	0
Drg1	68	43	27	63	49	38
Gm12735	594	511	409	487	470	468
Fau-ps2	110	121	66	112	88	106
Eif4enif1	61	29	31	70	56	52
Patz1	0	0	0	0	0	0
Gm12592	0	0	0	1	1	1
Gm11944	0	0	0	0	0	0
Pik3ip1	0	0	0	0	0	0
Limk2	0	0	0	1	0	0
Gm11948	2	4	4	3	3	2
Rnf185	0	0	0	0	0	0
8430429K09Rik	0	0	2	0	0	0
Gm11945	7	5	0	8	1	8
Gm24439	0	0	0	0	0	0
Pla2g3	28	32	16	31	29	15
Inpp5j	0	0	0	0	0	0
Selenom	13	14	4	28	21	31
Smtn	62	55	48	19	36	42
Gm11946	0	0	0	0	0	0
Gm11947	50	64	30	41	90	60
Gm11949	566	556	369	500	591	609
Gm11950	0	4	2	0	0	1
Gm11951	0	2	0	0	0	0
Tug1	1	2	1	3	0	0
Gm27624	2	1	3	5	5	10
Gm27517	0	0	1	0	0	0
Gm27937	0	0	0	0	0	0
Gm27640	5	6	4	7	12	3
Morc2a	167	169	114	152	160	136
Gm26393	60	35	26	65	33	40
Gm16518	0	0	0	0	0	0
Osbp2	0	0	0	0	0	0
Gm24013	9	5	9	11	9	18
Gm11952	0	1	0	1	0	0
4921536K21Rik	0	0	0	0	0	0
Dusp18	0	0	0	0	0	0
Slc35e4	14	40	8	15	28	23
Tcn2	511	628	437	613	620	692
4930556J24Rik	26	15	14	21	35	34
Gm11953	79	90	67	92	87	83
Pes1	0	0	0	0	0	0
Gal3st1	5	6	6	11	10	7
Gm11954	1	10	1	4	1	3
Sec14l4	3	0	0	0	0	0
Sec14l3	6	12	5	6	4	5
Mtfp1	1	1	0	1	0	2
Sec14l2	2	0	0	0	0	0
Gm11955	0	0	0	0	0	0
Gm11957	24	13	26	11	7	24
Rnf215	0	0	0	0	0	0
Mir3060	21	30	13	25	25	34
Ccdc157	4	0	1	4	0	5
Sf3a1	0	0	0	0	0	0
Tbc1d10a	4	2	0	10	1	7
Gatsl3	0	0	0	0	0	0
Gm11956	653	629	473	471	410	498
Osm	1	0	0	0	1	0
Lif	268	211	181	190	244	283
Gm11959	0	0	0	0	0	0
Gm11958	22	27	2	6	8	15
Gm24803	27	23	9	30	25	57
Hormad2	76	42	44	61	49	90
Mtmr3	0	0	0	0	0	0
Gm11960	22	12	3	23	18	27
Gm11032	2	5	13	6	5	7
Gm11961	3	3	2	3	1	3
Ascc2	39	22	18	28	25	17
Uqcr10	104	105	55	91	98	98
Zmat5	3	5	1	3	10	5
Cabp7	0	0	0	0	0	0
Nf2	0	5	20	2	3	5
Nipsnap1	0	0	0	0	0	0
Mir6918	430	460	341	275	268	230
Thoc5	145	126	78	93	117	123
AA413626	3	8	18	8	9	9
Nefh	26	40	23	28	25	32
Ap1b1	236	196	207	306	255	408
AL645522.1	19	21	20	33	10	20
Gm24958	2	7	0	4	4	6
Gas2l1	33	13	39	22	23	24
Rasl10a	4	6	9	3	0	1
Ewsr1	6	3	4	3	0	0
Rhbdd3	12	5	6	15	16	8
Emid1	13	7	15	1	5	12
Kremen1	30	34	27	33	36	33
Gm25142	12	9	9	13	23	21
Znrf3	1	3	0	0	3	1
Gm11962	2	0	2	0	4	1
Gm11963	0	0	0	0	0	0
Xbp1	10	16	17	16	13	15
Ccdc117	321	361	243	255	249	298
Gm22471	52	31	26	45	56	51
Ankrd36	3	11	4	4	9	3
Gm11964	0	1	0	2	5	0
Gm11965	99	55	28	93	79	61
Mrps24	15	7	7	11	10	16
Urgcp	19	37	21	14	13	15
Ube2d-ps	81	104	58	69	83	98
Dbnl	0	0	0	0	0	0
Pgam2	1	0	0	0	4	5
Gm11966	161	129	85	137	159	119
Polm	0	0	0	0	0	0
Aebp1	0	2	0	3	3	0
Pold2	0	0	0	0	0	0
Myl7	31	10	6	26	24	15
Gck	0	0	0	0	0	0
Gm11967	1	0	1	1	0	2
Ykt6	2	5	0	8	1	3
Camk2b	0	0	0	0	0	0
Nudcd3	173	167	147	216	198	188
Rps15a-ps6	0	0	0	0	0	0
Gm11969	0	0	0	0	0	0
A730071L15Rik	14	12	2	30	23	19
Npc1l1	95	102	38	69	66	73
Gm11401	89	85	50	81	102	107
Ddx56	0	0	0	0	0	0
Tmed4	0	4	3	8	4	0
n-R5s67	3	0	4	1	4	4
Ogdh	0	0	0	0	0	0
Zmiz2	1	3	2	0	4	6
Mir7651	11	12	8	11	4	8
Ppia	26	55	48	27	46	89
H2afv	645	668	615	640	647	675
Gm11970	0	0	0	0	0	0
Gm11971	272	256	289	280	353	268
Gm11972	0	0	1	0	1	0
Purb	0	0	0	0	0	0
Gm22123	1	0	0	0	0	0
Gm11973	0	0	3	0	0	0
Myo1g	569	595	405	500	475	425
Snhg15	0	0	0	0	0	0
Snora9	100	83	71	90	81	99
Gm24000	17	23	22	17	13	16
Ccm2	0	0	0	0	0	2
Gm11975	1	0	0	0	1	0
Nacad	8	3	8	19	18	14
Tbrg4	2	1	2	1	0	2
Gm24313	12	1	14	3	4	8
Snora5c	0	0	0	0	0	0
Wap	7	5	3	13	7	5
Gm11978	22	20	12	30	17	26
Ramp3	0	0	0	0	0	0
Gm11980	1	0	1	1	0	0
Gm11981	0	0	0	0	0	0
Gm11976	224	139	141	389	378	294
Gm11977	21	37	2	23	14	22
Gm11979	3	1	1	2	3	3
Gm11982	49	72	61	145	102	129
Gm11983	3	0	0	0	0	1
Gm11984	0	0	0	0	0	0
Adcy1	0	4	0	0	0	0
Gm11985	0	1	0	0	0	0
Igfbp1	186	186	123	184	185	195
