AD_C1	AD_C2	AD_C3	ATG7_T1	ATG7_T2	ATG7_T3
Gm12732	0	0	0	0	0	0
Gm12733	0	0	0	0	0	0
Gm23132	0	0	0	0	1	0
Nufip2	0	0	0	0	0	0
Cryba1	0	0	1	1	1	0
Gm11191	26	28	28	10	10	8
Myo18a	4	4	5	5	3	0
Gm10277	0	0	0	0	0	0
Pipox	0	0	0	0	0	0
Gm11190	0	0	0	0	0	0
Sez6	0	0	0	0	0	0
Phf12	0	0	0	0	0	0
Dhrs13os	138	69	89	79	111	88
Dhrs13	0	0	0	0	0	0
Flot2	0	0	0	0	0	0
Mir144	0	0	0	0	0	0
Mir451a	0	0	0	0	0	0
Mir451b	0	0	0	0	0	0
Eral1	0	1	0	2	1	3
Fam222b	0	0	0	0	0	0
Gm12571	0	0	0	0	0	0
Traf4	0	0	0	0	0	0
Nek8	0	0	0	0	0	0
Tlcd1	0	0	0	0	0	0
Mir7653	0	0	0	0	0	0
Rpl23a	2	1	0	1	0	0
Snord42a	0	0	0	0	0	0
Snord4a	0	0	0	0	0	0
Snord42b	0	0	0	0	0	0
Rab34	0	0	0	0	0	0
Proca1	0	0	0	0	0	0
Supt6	0	0	0	0	0	0
Sdf2	0	0	0	24	62	239
2610507B11Rik	0	1	0	0	0	0
Gm11192	0	0	0	0	0	1
BC030499	0	0	0	0	0	0
Gm11193	0	0	0	0	0	0
Spag5	0	0	0	0	0	0
Aldoc	0	0	0	0	0	0
Pigs	0	0	0	0	0	0
Unc119	0	0	0	0	0	0
Foxn1	0	1	0	0	0	0
Slc13a2os	0	0	0	0	0	0
Slc13a2	0	0	0	0	0	0
Gm11195	0	0	0	0	0	0
Slc46a1	0	0	0	0	0	0
Sarm1	3	3	2	4	11	3
Vtn	0	0	0	0	0	0
Sebox	0	0	0	0	0	0
Tmem199	33	46	27	35	49	24
Poldip2	3	0	1	1	1	0
Tnfaip1	0	0	0	0	0	0
Ift20	2	0	0	1	0	0
Tmem97	0	0	0	0	0	0
D11Bhm181e	0	0	0	1	0	0
Gm22947	0	0	0	0	0	0
Nlk	0	0	0	0	0	0
Gm17235	0	0	0	2	0	0
Gm11196	0	0	0	0	0	0
Gm11197	7	12	0	1	4	0
Fam58b	0	0	0	0	0	0
Gm23840	0	0	0	0	0	0
Gm23219	1	0	0	0	3	3
Lyrm9	123	109	109	160	125	77
Nos2	20	16	19	14	11	1
Lgals9	87	84	100	53	52	40
Ksr1	0	0	0	0	0	0
Gm11201	0	0	0	0	0	0
Gm11200	0	0	0	0	0	0
Wsb1	533	462	433	448	423	310
Gm44787	7	5	8	3	1	1
Gm9964	0	1	1	0	0	0
Nf1	0	0	0	0	0	0
Gm11198	57	30	48	74	24	22
Gm11199	1	0	0	0	0	0
AU040972	0	0	0	0	0	0
Omg	0	0	0	0	0	0
Gm21975	0	0	0	1	0	0
Evi2b	34	40	44	59	79	38
Evi2a	0	0	0	0	0	0
Rab11fip4	0	0	0	0	0	0
Gm23293	108	85	110	37	54	24
Rab11fip4os1	21	24	22	24	29	16
Gm25867	0	0	0	0	0	0
Gm24887	0	0	0	0	0	0
Rab11fip4os2	0	0	0	0	0	0
Gm11205	0	0	0	2	1	13
Mir193a	0	0	0	0	0	0
Mir365-2	0	0	0	0	0	0
9130204K15Rik	0	0	0	0	0	0
Gm24454	0	0	0	0	0	0
Gm11203	0	0	0	0	0	0
Gm11204	0	0	0	0	0	0
Utp6	1	0	0	0	0	0
Suz12	0	0	0	0	0	0
Gm26563	0	0	0	0	0	0
Crlf3	0	0	0	0	0	0
Atad5	0	0	0	0	0	0
Tefm	22	26	20	16	26	14
Adap2	0	0	0	0	0	0
Adap2os	5009	4898	4659	2830	2929	1934
Rnf135	0	0	0	0	0	0
Rhot1	0	0	0	0	0	0
Rhbdl3	0	0	0	0	0	0
5730455P16Rik	4	5	5	10	9	4
Zfp207	17	8	12	33	19	12
Psmd11	91	93	61	61	68	34
Cdk5r1	0	0	0	0	0	0
Myo1d	17	12	16	11	8	9
C030013C21Rik	0	0	0	0	0	0
Tmem98	0	0	0	0	0	0
Gm11207	0	0	0	0	0	0
4930507D10Rik	0	0	0	0	0	0
Spaca3	0	0	0	0	0	0
Asic2	0	0	0	0	0	0
Gm11416	0	0	0	0	0	0
Gm11417	0	0	0	0	0	0
4930527B05Rik	7	0	0	3	0	3
1700071K01Rik	0	0	0	0	0	0
Gm11418	0	0	0	0	0	0
5530401A14Rik	0	0	0	0	0	0
Gm45190	35	32	27	32	38	15
Gm11419	6378	6767	5737	6886	7125	142839
Gm17268	188	175	165	390	432	233
Ccl2	0	0	0	0	0	0
Ccl7	0	5	2	0	0	0
Ccl11	32	31	29	21	10	26
Ccl12	0	0	0	0	0	0
Ccl8	0	0	0	0	0	0
Ccl1	0	0	0	0	0	0
Tmem132e	0	0	0	0	0	0
Gm24612	0	0	0	0	0	0
Gm11426	0	0	0	0	0	0
Cct6b	0	0	0	0	0	0
Gm11421	5	2	1	1	1	0
Gm11422	675	531	431	1379	1332	728
Gm11420	0	0	0	0	0	0
Zfp830	0	0	0	0	0	0
Gm11423	0	0	0	0	0	0
Lig3	0	0	0	0	0	0
Rffl	0	0	0	0	0	0
Rad51d	4144	3820	3862	2380	2342	1543
Fndc8	0	0	0	0	0	0
Nle1	0	0	0	0	3	2
Unc45b	0	0	0	0	0	0
Unc45bos	0	0	0	0	0	0
Slfn5os	0	0	0	0	0	0
Slfn5	4	6	10	0	3	2
Gm11424	0	0	0	0	0	0
RP23-392I13.13	0	0	0	0	0	0
Slfn9	0	0	0	0	0	0
Mir7679	2	1	3	2	0	0
Slfn8	0	0	0	0	1	0
Gm11425	0	0	0	0	0	0
Slfn10-ps	0	0	0	0	0	0
Gm27598	0	0	0	0	0	0
RP23-392I13.14	0	0	0	0	0	0
Slfn2	0	2	5	4	6	5
RP23-392I13.15	0	0	0	0	0	0
RP23-308N3.3	0	0	0	0	0	0
Slfn1	0	0	0	0	0	0
RP23-308N3.4	0	0	0	0	0	0
RP23-308N3.5	0	0	0	0	0	0
RP23-308N3.6	0	0	0	0	0	0
RP23-308N3.7	0	0	0	0	0	0
RP23-308N3.8	0	0	0	0	0	0
Slfn4	0	0	0	0	0	0
Slfn3	0	0	0	0	0	0
AI662270	0	0	0	0	0	0
Gm11427	0	0	0	0	0	0
Gm23444	0	0	0	0	0	0
Slfn14	1	3	3	7	2	3
AA465934	0	0	0	1	0	0
Snord7	0	0	0	0	0	0
Pex12	0	0	0	0	0	0
Ap2b1	2	0	0	2	0	0
Gm23951	0	0	0	0	6	1
Rasl10b	2	4	4	9	11	0
Gas2l2	18	21	18	21	30	11
1700020L24Rik	0	0	0	0	0	0
Mmp28	0	0	0	0	0	0
Taf15	0	0	0	0	0	0
Heatr9	0	0	0	1	0	0
Gm23247	454	447	438	556	515	446
Ccl5	0	0	0	0	0	0
Ccl9	0	0	0	0	0	0
E230016K23Rik	0	0	0	0	0	0
Ccl6	17	22	18	10	28	13
Rpl9-ps1	0	0	0	0	0	0
Ccl3	0	0	0	0	0	0
Ccl4	277	270	271	248	236	218
Gm11433	0	0	0	0	0	0
Gm11438	0	0	0	0	0	0
Gm11432	0	0	0	0	0	0
Gm11430	0	0	0	0	0	0
Gm11429	0	0	0	0	0	0
Wfdc17	0	0	0	0	0	0
Wfdc18	0	0	0	2	0	4
Wfdc21	0	0	0	4	0	0
Heatr6	0	0	0	1	0	1
Gm22311	0	12	2	0	1	1
Gm11434	0	0	0	1	1	3
Gm12576	0	0	0	0	0	3
Gm23211	0	0	0	0	0	0
Hnf1b	0	0	0	0	0	0
Ddx52	0	0	0	0	0	0
Synrg	0	0	0	0	0	0
Dusp14	0	0	0	0	1	2
Tada2a	0	0	0	0	0	0
Acaca	0	2	0	4	0	1
Gm11437	0	0	0	0	0	0
Gm37391	0	0	0	0	0	0
Aatf	0	2	0	4	1	1
Lhx1	2	1	2	2	3	9
Lhx1os	0	0	0	0	0	0
1700109G15Rik	10	1	3	3	4	1
Gm11431	0	0	0	0	0	0
Mrm1	139	93	137	151	132	89
Dhrs11	0	2	2	1	0	0
4930502E09Rik	2189	2171	2067	2465	2340	1592
Ggnbp2	0	0	0	0	0	0
Pigw	0	0	0	0	0	0
Myo19	0	0	0	0	0	0
Gm23564	1	2	4	2	1	0
Znhit3	0	0	0	0	0	0
Car4	0	0	1	0	0	0
Usp32	0	0	0	0	0	0
Gm11440	0	0	0	0	0	0
Gm11439	23	25	29	8	7	13
Rpl13-ps1	0	0	1	2	4	0
Gm23506	0	0	4	1	1	0
1700125H20Rik	0	0	0	0	0	0
Appbp2	11	4	5	30	16	7
Akirin1-ps	0	0	0	0	0	0
Appbp2os	12	14	12	14	7	7
Gm22587	0	0	0	0	0	0
Ppm1d	0	0	0	0	0	0
Bcas3	0	0	1	1	1	0
Gm23765	0	0	0	0	0	0
Bcas3os1	0	0	0	0	0	0
Mir5110	0	0	0	0	0	0
Bcas3os2	0	0	0	0	0	0
Gm23473	4	2	0	6	6	4
2610027K06Rik	2	0	0	0	0	0
Tbx2	0	0	0	0	0	0
Gm11444	1151	1005	1097	520	637	392
Tbx4	0	0	0	1	0	0
Gm11443	0	0	1	0	0	0
Brip1	0	0	0	3	3	3
Atp5l-ps2	0	0	0	0	0	0
Brip1os	0	0	0	0	0	0
Ints2	0	0	0	0	0	0
Med13	0	0	0	0	0	0
Gm25427	0	0	0	0	0	0
Gm23667	0	0	1	0	0	0
Gm26439	0	0	1	1	1	0
Rnft1	6	4	10	9	25	23
Rps6kb1	0	0	0	0	0	0
Tubd1	0	0	0	1	0	0
Vmp1	0	0	0	0	0	0
Mir21a	0	0	0	0	3	3
Gm11478	0	0	0	0	0	0
Ptrh2	0	0	0	0	0	0
Cltc	0	0	0	0	0	0
Dhx40	0	0	0	0	0	0
Ypel2	0	0	0	0	0	0
Gm22387	136	112	139	158	196	112
Gdpd1	0	0	0	0	0	0
Gm11479	3	0	3	2	3	2
Smg8	0	1	0	0	0	0
Gm9378	0	0	0	0	0	0
Prr11	0	0	0	1	0	0
Ska2	0	0	0	3	0	0
Mir301	2	0	4	0	2	0
Gm11491	3	7	4	26	24	14
Trim37	15	18	26	60	53	11
Ppm1e	1	0	0	0	1	2
Gm11490	0	0	0	0	0	0
Gm22883	0	0	0	0	0	0
Rad51c	0	0	0	0	0	0
Tex14	0	0	0	0	0	0
Rnu1a1	0	0	0	0	0	0
Gm22068	0	0	0	0	0	1
Rnu3b1	0	0	0	0	0	0
Rnu3b1.1	0	0	0	0	0	2
Gm23137	0	0	0	0	0	0
Rnu3b3	0	0	0	0	0	0
Rnu3b3.1	0	0	0	0	0	0
Rnu3b4	0	0	0	0	0	4
Rnu3b4.1	0	0	0	0	0	0
Gm11489	0	5	2	0	0	0
Rnu3b2	0	0	0	0	0	0
Rnu3b2.1	35	24	29	29	30	23
Gm11492	0	0	0	0	0	0
Sept4	0	0	0	0	0	0
Mtmr4	0	0	0	0	0	0
Hsf5	0	0	0	2	0	0
Rnf43	0	0	0	0	0	0
Gm25968	2	0	0	7	3	5
1110028F11Rik	0	0	0	0	0	0
Supt4a	0	0	0	0	0	0
Mir142hg	0	0	0	1	0	0
Mir142b	0	0	0	0	3	0
Mir142	0	0	0	0	0	0
Bzrap1	13	1	2	9	0	2
Mpo	0	0	0	0	0	0
Gm11505	0	0	0	0	0	0
Lpo	0	0	0	0	0	0
Mks1	1	0	0	2	0	0
Epx	0	0	0	0	0	0
Olfr462	0	0	0	0	0	0
Olfr463	4	2	3	2	0	0
Olfr464	0	0	0	0	0	0
Gm11504	0	0	0	0	0	0
Gm11507	2	6	2	4	2	2
Dynll2	0	0	0	0	0	0
Gm11508	0	0	0	0	0	0
2010015M23Rik	0	0	0	1	2	0
Srsf1	0	0	0	0	0	0
Gm15892	0	0	0	0	0	0
Vezf1	0	0	0	0	0	0
Cuedc1	0	0	0	0	0	0
Mrps23	1	1	1	0	4	0
Gm44783	0	0	0	0	0	0
Ccdc182	1	2	2	3	1	0
Gm11509	0	0	0	0	0	0
Msi2	0	0	0	0	1	0
Mir378b	0	0	0	0	0	0
Gm15893	0	0	0	0	0	0
Gm11510	0	0	0	0	0	0
C030037D09Rik	6	3	6	1	1	0
Gm11493	1	0	1	1	0	0
Akap1	0	0	0	0	0	0
4930556N13Rik	0	0	0	0	0	0
Gm23507	0	0	0	0	0	0
Scpep1os	0	0	0	0	0	0
Scpep1	0	0	0	0	0	0
Gm15698	0	0	0	0	0	0
Coil	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0
Gm11496	0	0	0	0	0	0
Trim25	0	0	0	0	0	0
Dgke	0	0	0	0	0	0
Dgkeos	0	0	0	0	0	0
Gm525	0	0	0	2	1	7
Gm22534	10	3	1	16	19	4
Gm11497	57	59	71	107	79	41
Gm24734	0	0	0	0	0	0
Nog	1	3	0	1	1	0
Gm2018	4	0	0	0	0	1
4932411E22Rik	0	0	0	0	0	0
Pctp	0	0	0	0	0	0
Tmem100	0	0	0	0	0	0
Gm11494	0	0	0	0	0	0
n-R5s72	0	0	0	0	0	0
RP23-220F20.2	1	0	0	8	10	0
RP23-220F20.4	0	0	0	0	0	0
Mmd	0	0	0	0	1	0
Hlf	0	0	0	0	0	2
Stxbp4	0	0	0	0	0	0
Gm11511	0	0	0	0	0	0
Gm11512	0	0	0	0	0	0
Cox11	2	0	0	1	0	0
Tom1l1	0	0	0	0	0	0
Gm22762	0	0	0	0	0	0
4930405D11Rik	0	0	0	1	0	0
Gm11516	0	0	0	0	0	0
Kif2b	0	0	0	0	0	0
Gm11498	0	0	0	0	0	1
Gm22702	7	0	6	6	10	2
Gm11500	0	0	0	0	0	0
Gm11501	0	0	0	0	0	0
Gm25113	0	0	0	0	0	0
Car10	0	0	0	1	4	0
Gm24856	3	3	6	1	2	1
Gm11502	0	0	2	0	1	0
Gm11506	11	16	11	6	1	6
Utp18	0	0	0	0	0	0
Mbtd1	0	0	0	0	0	0
Nme2	0	0	0	0	0	0
Gm20390	1	3	1	2	6	1
Nme1	0	0	0	0	0	0
Spag9	0	0	0	0	0	0
Gm11518	0	0	0	0	0	0
B230206L02Rik	0	0	0	0	0	0
Tob1	0	0	0	0	0	0
Wfikkn2	0	0	0	0	0	0
Gm45000	4	5	8	13	9	4
Gm21885	0	0	0	0	0	0
Luc7l3	0	0	0	0	0	0
Ankrd40	0	0	0	0	0	0
Abcc3	0	0	1	3	2	0
Cacna1g	0	7	2	8	7	9
Spata20	0	0	0	0	0	0
Epn3	0	0	0	0	0	0
Mycbpap	0	0	1	0	0	0
Rsad1	0	0	0	0	1	0
Acsf2	0	0	4	4	7	2
Chad	0	0	0	0	1	0
Gm11540	0	0	3	2	3	4
Lrrc59	0	0	0	0	0	0
Eme1	5	6	1	2	3	0
Mrpl27	5	2	5	1	0	2
Xylt2	0	0	0	0	0	0
Gm11542	0	0	0	0	0	0
Gm11541	0	0	0	0	0	0
Cdc34b	0	0	0	1	0	0
Gm11545	1	0	0	1	0	3
Tmem92	0	0	0	0	0	0
Gm11546	0	0	0	0	0	0
AA623943	0	0	0	0	0	0
Gm11543	0	0	0	0	0	0
Gm11544	0	0	0	0	1	0
A430060F13Rik	0	0	0	0	1	0
Gm22456	10	5	1	9	6	2
Col1a1	0	0	0	0	0	0
Gm24877	0	0	0	0	0	0
Sgca	0	0	0	0	0	0
Hils1	7	17	12	7	6	2
Ppp1r9b	0	0	0	0	0	0
Samd14	0	0	0	0	0	0
Pdk2	28	36	37	30	27	11
Gm11513	0	0	0	0	1	0
Itga3	0	0	0	0	0	0
Dlx3	0	0	0	0	0	0
Dlx4	0	0	0	0	0	0
Dlx4os	0	0	0	0	0	0
Gm11514	0	0	0	1	1	0
Gm11515	0	0	0	0	0	0
Tac4	0	0	0	0	0	0
Kat7	0	0	0	0	0	0
Gm11520	49	41	61	59	73	24
Gm11521	0	0	0	1	2	0
Fam117a	0	0	0	0	0	0
Gm29477	0	0	0	0	0	0
Slc35b1	0	0	0	0	0	0
Spop	0	0	0	0	0	0
Gm11522	0	0	0	0	0	0
Nxph3	0	0	0	0	0	0
Ngfr	16	11	5	17	17	5
Gm11528	0	0	0	0	0	0
Phb	0	0	0	0	0	0
Gm26830	0	0	0	0	0	0
Gm9796	0	0	0	1	0	0
Zfp652os	1	0	0	1	0	0
Zfp652	0	0	2	1	0	0
B130006D01Rik	0	0	0	0	0	0
Polr2k-ps	0	0	0	0	0	0
Phospho1	0	0	0	0	0	0
Abi3	0	0	0	0	0	0
Gngt2	0	0	0	0	0	0
Gm11527	0	0	0	0	0	0
4833417C18Rik	0	0	0	0	0	0
B4galnt2	0	0	0	0	0	0
Gm11534	6	3	8	15	6	7
Gm24725	0	0	0	0	0	0
Igf2bp1	0	0	0	0	0	0
Mir3063	0	0	0	0	0	0
Gm29202	0	0	0	0	0	0
Gm37179	0	0	0	0	0	0
Gip	0	0	0	0	0	0
Gm24949	0	0	0	0	0	0
Snf8	35	25	22	41	34	27
Ube2z	0	0	0	0	0	0
Atp5g1	0	0	0	0	0	0
Gm22423	0	0	0	0	0	0
Calcoco2	0	0	0	0	0	0
Ttll6	0	0	0	0	0	0
Gm11535	0	0	0	0	0	0
Hoxb13	0	0	0	0	0	0
Gm27898	0	0	0	2	2	2
Gm27605	0	0	0	0	0	0
Gm11539	0	0	0	7	5	4
Gm53	0	0	0	0	0	0
Mir196a-1	5	1	0	0	3	0
Hoxb9	0	0	0	0	0	0
Hoxb8	0	0	0	0	0	0
Hoxb7	0	0	0	0	0	0
Hoxb5os	2	2	0	4	0	0
Hoxb6	0	0	0	0	0	0
Hoxb5	0	0	0	0	0	0
Mir10a	1	3	1	1	1	5
Hoxb4	1	0	0	0	0	0
Hoxb3	0	0	0	0	0	0
Gm11536	0	0	0	0	0	0
Hoxb3os	0	0	0	0	0	0
Hoxb2	0	0	0	1	0	0
Hoxb1	0	0	0	0	0	0
Gm11531	0	0	0	0	0	0
Gm11529	0	0	0	0	0	0
Skap1	0	0	0	0	0	0
2010300F17Rik	4	1	5	1	3	0
Gm11537	0	0	0	0	0	0
Snx11	0	0	0	0	0	0
Cbx1	11	12	15	8	11	2
Gm11517	0	1	0	67	94	74
Nfe2l1	0	0	0	0	0	0
Copz2	0	0	0	0	0	0
Mir152	0	0	0	0	0	0
Gm11523	0	0	0	0	0	0
Gm11524	0	0	0	0	0	0
Cdk5rap3	0	0	0	0	0	0
D030028A08Rik	0	0	0	0	0	0
Gm11525	0	0	0	0	0	0
Prr15l	0	0	0	0	0	0
Pnpo	0	0	0	0	0	0
Sp2	0	0	0	0	0	0
Sp6	0	0	0	0	0	0
Gm11532	0	0	0	0	0	0
Scrn2	2	0	4	0	0	3
Lrrc46	0	0	0	0	0	0
Gm11533	0	0	0	0	0	0
Mrpl10	0	0	0	0	0	0
Gm11574	0	0	0	0	0	0
Osbpl7	0	0	0	0	0	0
Mir8103	0	0	0	1	1	6
Gm11573	0	0	0	0	0	0
Tbx21	0	0	0	0	0	0
Gm11572	2	2	0	0	0	1
Tbkbp1	0	0	0	1	0	0
Mir7235	0	0	0	0	0	0
Kpnb1	0	0	0	0	0	0
Gm11583	0	0	0	0	0	0
Npepps	0	0	0	0	0	0
Gm11592	0	0	0	1	0	3
Mrpl45	0	1	0	0	0	0
Gm11594	0	0	0	0	0	0
Gpr179	0	0	0	0	0	0
Socs7	0	0	1	0	0	0
Arhgap23	0	0	0	0	0	0
4933428G20Rik	0	0	0	0	0	0
Srcin1	0	0	0	0	0	0
Gm11611	0	0	0	0	0	0
2410003L11Rik	0	0	0	0	0	0
E130012A19Rik	0	0	0	0	0	0
Gm11613	0	0	0	0	0	0
Gm24158	0	0	0	0	0	0
Mllt6	0	0	0	0	0	0
Mir6927	0	0	0	0	0	0
Cisd3	0	0	0	0	0	0
Pcgf2	0	1	1	0	0	0
Psmb3	0	0	0	0	0	0
Pip4k2b	0	0	0	0	0	0
Gm11614	0	0	0	0	0	0
Mir8102	0	0	0	0	0	0
Cwc25	0	0	0	0	0	0
Atp5l2-ps	0	0	0	0	0	0
1700001P01Rik	0	0	0	0	0	0
Rpl23	0	0	0	0	0	0
Gm27326	0	0	0	0	0	0
Snora21	0	0	0	0	0	0
Lasp1	0	0	0	0	0	0
B230217C12Rik	0	0	0	0	0	0
Fbxo47	0	0	0	0	0	0
Gm11630	0	0	0	0	0	0
Plxdc1	0	0	0	0	0	0
Gm22461	0	0	0	0	0	0
Gm11633	0	0	0	0	0	0
Arl5c	0	0	0	0	0	0
Cacnb1	0	0	0	0	0	0
Gm11629	0	0	0	0	0	0
Rpl19	3	0	2	3	2	0
Gm27597	0	0	0	0	0	0
Stac2	0	0	0	0	0	0
Gm11631	0	0	0	0	0	0
Fbxl20	0	0	0	0	0	0
Gm11632	0	0	0	0	4	0
Med1	0	3	0	0	0	0
Gm11604	0	0	0	0	0	0
Cdk12	0	0	0	0	0	0
Gm27399	0	0	0	0	0	2
Mir5119	0	0	0	0	0	0
n-R5s73	0	0	0	0	0	0
Gm20644	17	26	29	95	47	46
Neurod2	0	0	0	0	0	0
Ppp1r1b	0	0	0	0	0	0
1700003D09Rik	341	320	348	361	318	129
Stard3	0	0	0	0	0	0
Tcap	0	0	0	0	0	0
Pnmt	0	0	0	0	0	0
Pgap3	0	0	0	0	0	0
Erbb2	0	0	0	0	0	0
Gm25048	0	0	0	0	0	0
Mien1	0	1	0	2	0	0
Gm12352	0	0	0	0	0	0
Grb7	0	0	0	0	0	0
Ikzf3	0	0	0	0	0	0
Gm25106	4	5	6	5	5	2
Zpbp2	0	0	0	0	0	0
Ormdl3	0	0	0	0	0	0
Lrrc3c	0	0	0	0	0	0
Gm12355	0	0	0	0	0	0
Gsdma3	0	0	0	0	0	0
Gsdma2	0	0	0	0	0	0
Gsdma	0	0	0	0	0	0
Psmd3	0	0	0	0	0	0
Gm12356	0	0	0	0	0	0
Csf3	0	0	0	0	0	0
Med24	0	0	0	0	0	0
Gm22059	0	0	0	0	0	0
Thra	0	0	0	0	0	0
Nr1d1	0	0	0	0	0	0
Msl1	0	0	0	0	0	0
Gm12359	0	0	0	0	0	0
Casc3	0	0	0	0	0	0
Rapgefl1	112	126	102	138	122	78
Wipf2	0	0	0	0	0	0
Gm23640	0	0	0	0	0	0
Cdc6	0	0	0	0	0	0
Rara	0	0	0	0	0	0
Gm22061	0	0	0	0	0	0
Gjd3	1	5	4	7	2	30
Top2a	0	0	0	0	0	0
Gm26394	1214	1019	1042	1119	1075	694
Gm23451	0	0	0	0	0	0
Igfbp4	0	0	0	0	0	0
Tns4	0	0	0	0	0	0
Ccr7	0	0	0	0	0	0
Smarce1	0	0	0	0	0	0
Krt222	0	0	0	0	0	0
Krt24	0	0	0	0	0	0
Gm12358	0	0	0	0	0	0
Krt25	3	3	2	5	1	5
Krt26	0	0	0	0	0	0
Krt27	0	0	0	0	0	0
Krt28	0	0	0	0	0	0
Krt10	0	0	0	0	0	0
Gm11940	0	0	0	0	0	0
Krt12	0	0	0	0	0	0
A830036E02Rik	0	0	0	0	0	0
Krt20	0	0	0	0	0	0
Krt23	0	0	0	0	0	0
Krt39	0	0	0	0	0	0
Krt40	0	0	0	0	0	0
Krtap3-3	0	0	0	0	0	0
Krtap3-2	0	0	0	0	0	0
Gm11939	0	0	0	0	0	0
Krtap3-1	0	0	0	0	0	0
Krtap1-5	0	0	0	0	0	0
Krtap1-4	0	0	0	0	0	0
Krtap1-3	0	0	0	0	0	0
Krtap9-3	0	0	0	0	0	0
Gm11938	0	0	0	0	0	0
Gm11937	0	0	0	0	0	0
Krtap2-4	2	2	7	0	2	3
Gm11562	0	0	0	0	0	0
Krtap4-1	0	0	0	0	0	0
Krtap4-2	103	73	92	182	159	103
Krtap4-7	0	0	0	0	0	0
Gm11555	0	0	0	0	0	0
Gm11563	2	0	0	0	0	0
Gm14182	0	0	0	0	0	0
Krtap4-6	0	0	0	0	0	0
Gm11557	0	0	0	0	0	0
4930415H17Rik	0	0	0	0	0	0
Gm14190	0	0	0	0	0	0
Gm14186	0	0	0	0	0	0
Gm14193	0	0	0	38	15	24
Gm14180	0	0	0	0	2	5
Gm14188	0	0	0	0	0	0
Gm11595	0	0	0	0	0	0
Krtap4-8	0	0	0	0	0	0
Krtap4-9	0	0	0	0	0	0
Gm11596	0	0	0	0	0	0
Gm11569	0	0	0	0	0	0
Gm11554	3	0	0	0	0	0
Krtap4-13	0	0	0	0	0	0
Gm11564	0	0	0	0	0	0
2300003K06Rik	2	5	8	2	4	1
Gm11556	0	0	0	0	0	0
Krtap4-16	0	0	0	0	0	0
Gm26324	3	4	2	7	8	32
Gm11568	0	0	0	0	0	0
Gm11559	0	0	0	0	0	0
Krtap9-1	0	0	0	0	0	0
Gm11567	8	4	5	0	2	56
Gm11566	0	0	0	0	0	0
Krtap31-1	0	0	0	0	0	0
Gm11565	4	1	0	14	17	18
Gm11560	0	0	0	0	0	0
Krtap31-2	0	0	0	0	0	0
Krtap9-5	0	0	0	0	0	0
Gm11561	0	0	0	0	0	0
Gm11553	0	0	0	0	0	0
Krtap29-1	0	0	0	0	0	0
Krtap16-1	176	174	198	288	272	196
Gm11558	0	0	0	0	0	0
Krtap17-1	0	0	0	0	0	0
Krt33a	0	0	0	0	0	0
Krt33b	0	0	0	0	0	0
Krt34	0	0	0	0	0	0
Krt31	0	0	0	0	0	0
Gm11571	0	0	0	0	0	0
Krt32	0	0	0	0	0	0
Krt35	0	0	0	0	0	0
Krt36	0	0	0	0	0	0
Gm12347	0	0	0	0	0	0
Krt13	0	0	0	0	0	0
Krt15	0	0	0	0	0	0
Krt19	0	0	0	0	0	0
Krt9	0	0	0	0	0	0
Krt14	0	0	0	0	0	0
Gm11597	0	0	0	2	0	0
Gm11598	0	0	0	0	0	0
Krt16	0	0	0	0	0	0
Krt17	0	0	0	0	0	0
Krt42	0	0	0	0	0	0
Gm14206	0	0	0	0	0	0
Gm12349	0	0	0	0	0	0
Eif1	0	0	0	0	0	0
Gast	0	1	2	0	0	0
Hap1	0	0	0	0	0	0
Gm20394	0	0	0	0	0	0
Gm10039	0	0	0	0	0	0
Jup	0	0	0	0	0	0
Gm12348	0	0	0	0	0	0
P3h4	0	0	0	0	0	0
Fkbp10	0	0	0	2	0	0
Nt5c3b	0	0	0	0	0	0
Klhl10	9	11	3	6	12	4
Gm27374	0	0	0	0	0	0
Klhl11	2	0	0	0	0	6
Acly	0	0	0	0	0	0
Mir7116	0	0	0	0	0	0
Ttc25	0	0	0	0	0	0
Cnp	0	0	0	0	0	0
Dnajc7	0	0	0	0	0	0
Nkiras2	0	0	0	0	0	0
Zfp385c	0	0	0	0	0	0
Gm44544	0	0	0	0	0	0
Dhx58os	0	0	0	0	0	0
Dhx58	0	0	0	0	1	0
Kat2a	0	0	0	0	0	0
Hspb9	0	0	0	0	0	0
Rab5c	0	0	1	0	1	0
Kcnh4	0	0	0	0	0	0
Hcrt	0	0	0	0	0	0
Ghdc	0	0	0	0	0	0
Gm24358	0	0	0	0	0	0
Stat5b	0	0	0	0	0	0
Stat5a	0	0	0	0	0	0
Stat3	0	0	0	0	0	0
Ptrf	24	26	24	40	53	31
Atp6v0a1	0	0	0	0	0	0
Mir6928	0	0	0	0	0	0
Naglu	0	0	0	0	0	0
Hsd17b1	0	0	0	0	0	0
Coasy	0	0	0	0	0	0
Mlx	0	0	0	0	0	0
Psmc3ip	0	0	0	0	0	0
Fam134c	0	0	0	0	0	0
Tubg1	0	0	0	0	0	0
Gm27626	0	0	0	0	0	0
Tubg2	0	0	0	0	0	0
Plekhh3	0	0	0	0	0	0
Cntnap1	0	0	0	0	0	0
Ccr10	0	0	0	0	0	0
Ezh1	0	0	0	0	0	0
Ramp2	0	0	0	0	0	0
Vps25	1	0	0	0	0	0
