	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
13855	chr16	31077625	31077674	ZNF646	0	+	31077625	31077674	0	1	49	0	-4.55912624732566	0.000234873567976357
13856	chr16	31077923	31077972	ZNF646	0	+	31077923	31077972	0	1	49	0	-0.602317964133269	0.00147307297263255
13857	chr16	31078221	31078270	ZNF646	0	+	31078221	31078270	0	1	49	0	-1.23606590355499	0.00108094608991238
ZNF646,3799	chr16	31079810	31079909	ZNF646	0	+	31079810	31079909	0	1	99	0	5.60027209812551	2.3704057398542e-10
13858	chr16	31080704	31080753	ZNF646	0	+	31080704	31080753	0	1	49	0	1.32885035538873	0.00282094162294799
13859	chr16	31081052	31081101	ZNF646	0	+	31081052	31081101	0	1	49	0	-0.813226428476706	0.000244757752674629
13860	chr17	49298717	49298766	ZNF652	0	-	49298717	49298766	0	1	49	0	-1.00504351113233	0.00423143137211779
13861	chr9	66918309	66918358	ZNF658	0	+	66918309	66918358	0	1	49	0	-0.907706988182763	0.00222057793257324
13862	chr12	124012855	124012904	ZNF664	0	+	124012855	124012904	0	1	49	0	-4.9511211660441	0.00220596528783212
13863	chr1	247100160	247100209	ZNF669	0	-	247100160	247100209	0	1	49	0	-1.5173226225877	0.00406160229843155
13864	chr19	57720099	57720148	ZNF671	0	-	57720099	57720148	0	1	49	0	1.05914185644748	0.000233489002606779
13865	chr19	57721440	57721489	ZNF671	0	-	57721440	57721489	0	1	49	0	-0.975758615568332	0.000217351538076893
13866	chr19	57721539	57721588	ZNF671	0	-	57721539	57721588	0	1	49	0	0.724059773622203	0.000318178274302361
13867	chr19	23653691	23653740	ZNF675	0	-	23653691	23653740	0	1	49	0	-1.06901181889168	0.00442413187688917
13868	chr1	227654988	227655037	ZNF678	0	+	227654988	227655037	0	1	49	0	-3.46573590279998	0.000939193737130584
13869	chr1	40541671	40546571	ZNF684	0	+	40541671	40546571	0	2	40,10	0,4891	3.92197333628131	0.00319289183712956
13870	chr1	42851152	42851201	ZNF691	0	+	42851152	42851201	0	1	49	0	-1.27198693613387	0.000393579337821803
13871	chr1	42851348	42851397	ZNF691	0	+	42851348	42851397	0	1	49	0	0.719714207944667	0.0022646377999177
13872	chr1	42851789	42851838	ZNF691	0	+	42851789	42851838	0	1	49	0	-0.739864805127406	0.00316251934123091
13873	chr8	144841582	144841631	ZNF7	0	+	144841582	144841631	0	1	49	0	-0.797162706102439	0.00124145636196049
13874	chr8	144842821	144842870	ZNF7	0	+	144842821	144842870	0	1	49	0	1.85389124885032	0.00141162844004739
13875	chr19	11949249	11949298	ZNF700	0	+	11949249	11949298	0	1	49	0	-4.45434729609248	0.000289449583000812
13876	chr19	11949790	11949839	ZNF700	0	+	11949790	11949839	0	1	49	0	1.79175946922803	0.00036702602633476
13877	chr19	11950232	11950281	ZNF700	0	+	11950232	11950281	0	1	49	0	-5.07829394240905	0.000378988947860259
13878	chr19	52583528	52583577	ZNF701	0	+	52583528	52583577	0	1	49	0	-5.05624580533894	0.00251929927496963
13879	chr19	52970599	52970648	ZNF702P	0	-	52970599	52970648	0	1	49	0	-4.09434456221273	0.00416420148540453
13880	chr8	80641288	80641337	ZNF704	0	-	80641288	80641337	0	1	49	0	-4.92483530377318	0.000212847312145325
13881	chr19	21292846	21292895	ZNF708	0	-	21292846	21292895	0	1	49	0	2.9467246951451	0.00354951410117099
13882	chr19	21292995	21293044	ZNF708	0	-	21292995	21293044	0	1	49	0	0.969655952413623	0.000259811209953109
13883	chr15	90079867	90079916	ZNF710	0	+	90079867	90079916	0	1	49	0	4.50534985070588	0.00111951373358987
ZNF714,822	chr19	21117012	21117111	ZNF714	0	+	21117012	21117111	0	1	99	0	5.42495001748141	2.72712948413154e-05
13884	chr19	21117510	21117559	ZNF714	0	+	21117510	21117559	0	1	49	0	3.85014760270834	0.00100634057232141
13885	chr19	21117859	21117908	ZNF714	0	+	21117859	21117908	0	1	49	0	3.14630513210364	0.00135357396974889
13886	chr19	21118805	21118854	ZNF714	0	+	21118805	21118854	0	1	49	0	3.36059937645507	0.000457399893424082
13887	chr3	75737055	75737104	ZNF717	0	-	75737055	75737104	0	1	49	0	3.7054087555454	0.00329751218146967
13888	chr3	75737554	75737603	ZNF717	0	-	75737554	75737603	0	1	49	0	-0.662841831064616	0.00195802034862735
13889	chr4	161585	161634	ZNF718	0	+	161585	161634	0	1	49	0	-2.47072201479606	0.000288545973933241
13890	chr4	162281	162330	ZNF718	0	+	162281	162330	0	1	49	0	-0.724530093662043	0.00201925776412704
13891	chr4	202008	202057	ZNF718	0	+	202008	202057	0	1	49	0	4.49980967033026	0.00360989631688135
13892	chr4	443777	443826	ZNF721	0	-	443777	443826	0	1	49	0	2.99155690259607	0.00125727950800014
13893	chr19	23223899	23223948	ZNF724P	0	-	23223899	23223948	0	1	49	0	1.87129928528631	0.00476595611652109
13894	chr19	23231335	23232189	ZNF724P	0	-	23231335	23232189	0	2	27,23	0,832	4.98360662226271	3.72372876977778e-09
13895	chr19	23933722	23933771	ZNF726	0	+	23933722	23933771	0	1	49	0	4.94875989096938	2.93297322823127e-05
13896	chr7	64348154	64348203	ZNF736	0	+	64348154	64348203	0	1	49	0	0.745506459485064	0.00430080248433151
13897	chr19	20544685	20544734	ZNF737	0	-	20544685	20544734	0	1	49	0	5.7745515492561	4.51844171800442e-06
13898	chr19	20545634	20545683	ZNF737	0	-	20545634	20545683	0	1	49	0	-3.55534806096967	0.000453073945985594
13899	chr19	21384343	21384392	ZNF738	0	+	21384343	21384392	0	1	49	0	-4.1588830833503	0.000246287604215523
13900	chr7	149474443	149474492	ZNF746	0	-	149474443	149474492	0	1	49	0	-0.88779877607985	0.00399329625079326
13901	chr7	149474543	149474592	ZNF746	0	-	149474543	149474592	0	1	49	0	-2.28345592308499	0.000499335870076334
13902	chr7	149474943	149474992	ZNF746	0	-	149474943	149474992	0	1	49	0	2.10451517921398	0.00188636492884042
13903	chr7	149475193	149475242	ZNF746	0	-	149475193	149475242	0	1	49	0	-2.34016780414309	2.19798777936209e-05
13904	chr7	149494349	149494398	ZNF746	0	-	149494349	149494398	0	1	49	0	-5.16763904274489	0.000591610056227543
13905	chr16	30532393	30532442	ZNF747	0	-	30532393	30532442	0	1	49	0	4.70048036579241	0.00253867714597744
13906	chrX	135293962	135294011	ZNF75D	0	-	135293962	135294011	0	1	49	0	2.52794840113133	0.00147984227514897
13907	chr19	53455419	53455468	ZNF761	0	+	53455419	53455468	0	1	49	0	2.10094774690082	0.000698629744405932
13908	chr19	53457464	53457513	ZNF761	0	+	53457464	53457513	0	1	49	0	2.23525197292622	0.000761099215258243
13909	chr19	53409871	53409920	ZNF765	0	+	53409871	53409920	0	1	49	0	-0.825571766211934	0.000372559114185434
13910	chr19	53410716	53410765	ZNF765	0	+	53410716	53410765	0	1	49	0	1.3204216169691	0.00308782604171321
13911	chr19	53411065	53411114	ZNF765	0	+	53411065	53411114	0	1	49	0	-1.42816843359188	0.00430507728979534
13912	chr19	52290493	52290542	ZNF766	0	+	52290493	52290542	0	1	49	0	-1.27354187865222	0.000995390355401638
ZNF766,1413	chr19	52291137	52291236	ZNF766	0	+	52291137	52291236	0	1	99	0	-1.74027751337991	6.59896349721591e-05
13913	chr7	149621410	149621459	ZNF767P	0	-	149621410	149621459	0	1	49	0	-5.83481073705324	0.000378901891606054
13914	chr16	30525724	30525773	ZNF768	0	-	30525724	30525773	0	1	49	0	-0.565780584639912	0.000904371894370648
13915	chr19	2933715	2933764	ZNF77	0	-	2933715	2933764	0	1	49	0	4.85592890433527	0.00058884436602602
13916	chr19	57507199	57507248	ZNF773	0	+	57507199	57507248	0	1	49	0	5.30826769739184	3.18079642958047e-07
13917	chr15	90360639	90360688	ZNF774	0	+	90360639	90360688	0	1	49	0	0.741937344677595	0.000841434764201287
13918	chr7	150397741	150397790	ZNF775	0	+	150397741	150397790	0	1	49	0	-1.52521983334876	0.00188608558007353
13919	chr7	149431759	149431808	ZNF777	0	-	149431759	149431808	0	1	49	0	0.918851552735817	0.00413006913911052
13920	chr7	149455542	149455591	ZNF777	0	-	149455542	149455591	0	1	49	0	-1.01563788727094	0.000116712186566725
13921	chr7	149455690	149455739	ZNF777	0	-	149455690	149455739	0	1	49	0	-0.623283997234743	0.000377252176759213
13922	chr16	89227630	89227679	ZNF778	0	+	89227630	89227679	0	1	49	0	1.93367758062052	0.00127193711926421
13923	chr7	149071522	149071571	ZNF786	0	-	149071522	149071571	0	1	49	0	-6.31173480914355	0.000394851779799143
13924	chr19	12112398	12112447	ZNF788	0	+	12112398	12112447	0	1	49	0	5.82008293035235	6.9709024422826e-06
13925	chr19	12113142	12113191	ZNF788	0	+	12113142	12113191	0	1	49	0	5.427150238391	0.000203574718005583
13926	chr7	99487300	99487349	ZNF789	0	+	99487300	99487349	0	1	49	0	-5.03695260240426	0.000129716988494844
13927	chr9	127424717	127424766	ZNF79	0	+	127424717	127424766	0	1	49	0	0.503873804909562	0.0025773950593263
13928	chr9	127444442	127444491	ZNF79	0	+	127444442	127444491	0	1	49	0	6.18620862390049	0.000168975288740158
13929	chr19	12628566	12628615	ZNF791	0	+	12628566	12628615	0	1	49	0	-5.49716822528384	0.000927818529881108
13930	chr19	34958298	34958347	ZNF792	0	-	34958298	34958347	0	1	49	0	4.08597631255158	0.0023853626551551
13931	chr19	12390711	12390760	ZNF799	0	-	12390711	12390760	0	1	49	0	0.633891484350852	0.00113438113998587
ZNF8,614	chr19	58294268	58294366	ZNF8	0	+	58294268	58294366	0	1	98	0	1.01419494685552	1.35412877031516e-05
13932	chr7	127374263	127374312	ZNF800	0	-	127374263	127374312	0	1	49	0	-1.37748373143774	0.00130529393733503
13933	chr19	57254658	57254707	ZNF805	0	+	57254658	57254707	0	1	49	0	-1.20179652490334	0.000451863020419108
13934	chr19	52553333	52553382	ZNF808	0	+	52553333	52553382	0	1	49	0	-4.96284463025054	0.00317074136827
13935	chr19	52554963	52555012	ZNF808	0	+	52554963	52555012	0	1	49	0	1.59977600152238	0.000955822641832804
13936	chr19	52555161	52555210	ZNF808	0	+	52555161	52555210	0	1	49	0	0.902178887681472	0.000865137671949734
13937	chrX	47918178	47918227	ZNF81	0	+	47918178	47918227	0	1	49	0	0.566649814565135	0.00225683136182186
ZNF814,4114	chr19	57873418	57873517	ZNF814	0	-	57873418	57873517	0	1	99	0	-1.8560151449385	7.86087564582166e-05
13938	chr19	57873867	57873916	ZNF814	0	-	57873867	57873916	0	1	49	0	1.1314021114911	0.00217046718457437
13939	chr19	57874365	57874414	ZNF814	0	-	57874365	57874414	0	1	49	0	-1.85881160710563	0.000590175489281086
13940	chr7	5846954	5847003	ZNF815P	0	+	5846954	5847003	0	1	49	0	2.30040881371201	0.00211842136468354
13941	chr7	5847399	5847448	ZNF815P	0	+	5847399	5847448	0	1	49	0	1.59297663537999	0.000583740267081856
13942	chr19	52949674	52949723	ZNF816	0	-	52949674	52949723	0	1	49	0	5.64544689763387	8.01926688387412e-08
13943	chr19	53213145	53213194	ZNF818P	0	+	53213145	53213194	0	1	49	0	4.22134425008868	0.00185902003225291
13944	chr19	53213244	53213293	ZNF818P	0	+	53213244	53213293	0	1	49	0	-2.76211742247995	0.00232410047168297
13945	chr19	52613305	52613354	ZNF83	0	-	52613305	52613354	0	1	49	0	4.38825718442452	0.00138477441525831
13946	chr19	52613849	52613898	ZNF83	0	-	52613849	52613898	0	1	49	0	1.62500242897521	0.000921958544859547
13947	chr19	52614244	52614293	ZNF83	0	-	52614244	52614293	0	1	49	0	-0.630380339410558	0.00112499243821507
13948	chr17	34962747	34962796	ZNF830	0	+	34962747	34962796	0	1	49	0	-4.29728540605776	0.00468980900367055
13949	chr17	34962942	34962991	ZNF830	0	+	34962942	34962991	0	1	49	0	1.31940012628986	0.000598219701260838
13950	chr14	102335732	102335781	ZNF839	0	+	102335732	102335781	0	1	49	0	4.47733681447821	0.00375401035193668
13951	chr12	133058514	133058563	ZNF84	0	+	133058514	133058563	0	1	49	0	-1.02751636698438	0.000216287088468436
13952	chr12	133059213	133059262	ZNF84	0	+	133059213	133059262	0	1	49	0	-4.44265125648095	0.000133721286089461
13953	chr19	52067348	52067397	ZNF841	0	-	52067348	52067397	0	1	49	0	1.12513904300154	0.000214435678504099
13954	chr19	12076569	12076618	ZNF844	0	+	12076569	12076618	0	1	49	0	2.23310286549668	0.00303221174450008
13955	chr19	53351649	53351698	ZNF845	0	+	53351649	53351698	0	1	49	0	-4.59511985012522	0.0030722478431533
13956	chr19	53354126	53354175	ZNF845	0	+	53354126	53354175	0	1	49	0	1.50407739677627	0.000678386116090501
13957	chr3	44500252	44500301	ZNF852	0	-	44500252	44500301	0	1	49	0	-0.921935149493832	0.00467755109397361
13958	chr19	55614843	55614892	ZNF865	0	+	55614843	55614892	0	1	49	0	0.968148383111447	0.00129007688042171
13959	chr19	55616542	55616591	ZNF865	0	+	55616542	55616591	0	1	49	0	0.921501015337514	0.000122273685088992
13960	chr4	254607	254656	ZNF876P	0	+	254607	254656	0	1	49	0	3.89182029811063	0.000272947954372382
13961	chr19	52384417	52384466	ZNF880	0	+	52384417	52384466	0	1	49	0	3.38439026334577	0.000981097118404439
13962	chr19	52385056	52385105	ZNF880	0	+	52385056	52385105	0	1	49	0	3.63758615956536	6.78873788850786e-07
13963	chr19	52907087	52907136	ZNF888	0	-	52907087	52907136	0	1	49	0	-0.968035901555325	0.000231312967519548
13964	chr19	52907882	52907931	ZNF888	0	-	52907882	52907931	0	1	49	0	-1.33694848701676	0.00408950621108384
13965	chr7	5121994	5122043	ZNF890P	0	-	5121994	5122043	0	1	49	0	2.19722457756753	0.00293164688832437
13966	chr19	23361039	23361088	ZNF91	0	-	23361039	23361088	0	1	49	0	-3.61988658210724	0.000351330429106178
13967	chr19	23361538	23361587	ZNF91	0	-	23361538	23361587	0	1	49	0	5.04342511691925	0.00137813675040321
13968	chr19	23361638	23361687	ZNF91	0	-	23361638	23361687	0	1	49	0	5.28320372873799	0.000893619028806247
13969	chr7	65398692	65398741	ZNF92	0	+	65398692	65398741	0	1	49	0	-1.07093390124595	0.00226716711019881
13970	chr7	65399490	65399539	ZNF92	0	+	65399490	65399539	0	1	49	0	-4.75789127314305	0.000760805979539647
13971	chr19	19933628	19933677	ZNF93	0	+	19933628	19933677	0	1	49	0	6.78445706262829	1.30782717988609e-10
13972	chr19	19933728	19933777	ZNF93	0	+	19933728	19933777	0	1	49	0	4.44851637611658	1.62552919259484e-05
13973	chr19	19934227	19934276	ZNF93	0	+	19934227	19934276	0	1	49	0	6.44094654062356	7.91117782394934e-09
13974	chr19	22391637	22391686	ZNF98	0	-	22391637	22391686	0	1	49	0	1.52815174191993	0.00240222027204973
13975	chr19	22392570	22392619	ZNF98	0	-	22392570	22392619	0	1	49	0	0.626702081151794	0.00436580478189064
13976	chr20	49246399	49246448	ZNFX1	0	-	49246399	49246448	0	1	49	0	-6.06842558823474	4.57120241964537e-05
13977	chr20	49247245	49247294	ZNFX1	0	-	49247245	49247294	0	1	49	0	-5.59471137959247	0.00101679649957276
13978	chr20	49248142	49248191	ZNFX1	0	-	49248142	49248191	0	1	49	0	1.22071498546901	0.00106801683255864
13979	chr7	30366111	30366160	ZNRF2	0	+	30366111	30366160	0	1	49	0	-1.50407739676883	0.00463273305585787
13980	chr7	32728644	32728693	ZNRF2P1	0	+	32728644	32728693	0	1	49	0	4.83628190695148	0.00199583172172035
13981	chr10	124942922	124942971	ZRANB1	0	+	124942922	124942971	0	1	49	0	0.744602099816526	0.00114893008690931
13982	chr10	124966757	124971989	ZRANB1	0	+	124966757	124971989	0	2	25,25	0,5208	1.59437846684387	0.000401392416384261
13983	chrX	15822966	15823015	ZRSR2	0	+	15822966	15823015	0	1	49	0	1.64961970206754	0.00379229451746177
13984	chr15	84620746	84620795	ZSCAN2	0	+	84620746	84620795	0	1	49	0	6.10031895202007	0.000198354343258545
13985	chr7	99629509	99629558	ZSCAN25	0	+	99629509	99629558	0	1	49	0	2.19722457733622	5.22188500775567e-05
13986	chr7	99630208	99630257	ZSCAN25	0	+	99630208	99630257	0	1	49	0	0.579736017624565	0.000898143478995639
13987	chr20	45884023	45884072	ZSWIM1	0	+	45884023	45884072	0	1	49	0	0.60874045620565	0.00401434149395352
13988	chr20	45876902	45876951	ZSWIM3	0	+	45876902	45876951	0	1	49	0	3.79323946794478	0.000629274073084995
13989	chr20	45878289	45878338	ZSWIM3	0	+	45878289	45878338	0	1	49	0	-1.63536993851396	0.00334894634254523
13990	chr5	61544140	61544189	ZSWIM6	0	+	61544140	61544189	0	1	49	0	3.56953269549123	0.000513955213819583
13991	chr17	15977050	15977099	ZSWIM7	0	-	15977050	15977099	0	1	49	0	1.75761842506005	0.00452453597426095
13992	chr3	126459498	126459547	ZXDC	0	-	126459498	126459547	0	1	49	0	3.13549421576812	3.38263443693254e-05
13993	chr3	126461880	126461929	ZXDC	0	-	126461880	126461929	0	1	49	0	-2.16471529877092	4.64068449760325e-05
13994	chr1	52771328	52771377	ZYG11B	0	+	52771328	52771377	0	1	49	0	-0.849017551257789	0.000286079766057768
13995	chr17	4006094	4006143	ZZEF1	0	-	4006094	4006143	0	1	49	0	4.34380542133394	0.000133049927631079
13996	chr1	77566101	77566150	ZZZ3	0	-	77566101	77566150	0	1	49	0	5.37063802796664	4.01974084018875e-08
13997	chr1	77584610	77631853	ZZZ3	0	-	77584610	77631853	0	2	46,4	0,47240	0.553432825884961	0.00224601389710533
13998	chr17	1007195	1007244	ABR	0	-	1007195	1007244	0	1	49	0	-4.13115853435467	0.00305537812723666
13999	chr17	37086739	37086788	ACACA	0	-	37086739	37086788	0	1	49	0	4.87519732320115	0.00186227220706647
14000	chrX	1601227	1601276	AKAP17A	0	+	1601227	1601276	0	1	49	0	-0.880835912960639	0.000302700064401029
14001	chrX	1601525	1601574	AKAP17A	0	+	1601525	1601574	0	1	49	0	-2.76867482291865	1.20831227794494e-05
14002	chr11	959504	970216	AP2A2	0	+	959504	970216	0	2	2,48	0,10665	5.31811999384421	0.000249633579357589
14003	chr15	32636365	32636414	ARHGAP11A	0	+	32636365	32636414	0	1	49	0	-1.14784948011365	0.00130096480884301
14004	chr15	32637012	32637061	ARHGAP11A	0	+	32637012	32637061	0	1	49	0	0.702985629560229	0.000651491342530175
14005	chr17	45429783	45429832	ARHGAP27	0	-	45429783	45429832	0	1	49	0	4.81218435537242	0.00208316079315407
14006	chrX	1413578	1413802	ASMTL-AS1	0	+	1413578	1413802	0	2	9,41	0,184	4.97673374241121	1.78460280519932e-06
14007	chr3	197511727	197511776	BDH1	0	-	197511727	197511776	0	1	49	0	1.20595758830532	0.00104812648117514
14008	chr5	71510322	71510371	BDP1	0	+	71510322	71510371	0	1	49	0	-3.56953269632034	0.000367057048458075
14009	chr5	71510871	71510920	BDP1	0	+	71510871	71510920	0	1	49	0	-1.32665609480003	0.00246260257319009
14010	chr5	71516138	71516187	BDP1	0	+	71516138	71516187	0	1	49	0	4.66814498498845	1.57989928917246e-08
14011	chr16	14668239	14668288	BFAR	0	+	14668239	14668288	0	1	49	0	2.1375053426107	0.00100141358544459
14012	chr6	32981056	32981105	BRD2	0	+	32981056	32981105	0	1	49	0	1.00870803124697	0.000294878091353534
14013	chr14	93242740	93242789	BTBD7	0	-	93242740	93242789	0	1	49	0	1.78995604227258	0.00416081070128194
14014	chr14	93294101	93294150	BTBD7	0	-	93294101	93294150	0	1	49	0	3.70130197411249	0.00470660815885249
14015	chr14	93294850	93294899	BTBD7	0	-	93294850	93294899	0	1	49	0	4.49423863048221	4.10770397138993e-05
14016	chr6	31658743	31658792	C6orf47	0	-	31658743	31658792	0	1	49	0	3.87120101090789	0.00028776733160929
14017	chr6	31660179	31660228	C6orf47	0	-	31660179	31660228	0	1	49	0	-1.35812348415319	0.000479043138832847
14018	chr6	31660278	31660327	C6orf47	0	-	31660278	31660327	0	1	49	0	1.47667842258804	0.000745348747159591
14019	chr5	69320331	69320380	CCDC125	0	-	69320331	69320380	0	1	49	0	-1.5419966316384	0.000650046634512624
14020	chr1	243164388	243164437	CEP170	0	-	243164388	243164437	0	1	49	0	1.05605267424931	0.00313036534838995
CEP170,4801	chr1	243165880	243165979	CEP170	0	-	243165880	243165979	0	1	99	0	-1.1414759930999	6.05463359735147e-05
14021	chr15	30362521	30362570	CHRFAM7A	0	-	30362521	30362570	0	1	49	0	-4.48863636972277	0.000243700759586129
14022	chr15	32168194	32168243	CHRNA7	0	+	32168194	32168243	0	1	49	0	-4.55387689159117	0.000174461790586999
14023	chr17	38733567	38733616	CISD3	0	+	38733567	38733616	0	1	49	0	2.65129738370428	0.00414368274617116
14024	chr1	155263066	155263115	CLK2	0	-	155263066	155263115	0	1	49	0	0.921599807635332	0.000367482058382662
14025	chr18	79715171	79715220	CTDP1	0	+	79715171	79715220	0	1	49	0	-0.752053511200723	0.000891333827499063
14026	chr18	79754062	79754111	CTDP1	0	+	79754062	79754111	0	1	49	0	1.43419405328035	0.000357816706100245
14027	chr6	33320995	33321044	DAXX	0	-	33320995	33321044	0	1	49	0	-1.02772547722109	0.00228739922484933
14028	chr14	94079342	94079391	DDX24	0	-	94079342	94079391	0	1	49	0	4.38202663467388	0.00140049996375236
DTX2,1014	chr7	76482673	76482771	DTX2	0	+	76482673	76482771	0	1	98	0	-3.66356164612028	1.13810936623416e-05
14029	chr8	143589623	143589672	EEF1D	0	-	143589623	143589672	0	1	49	0	-0.968680031172964	0.00256448115702912
14030	chrX	154887346	154887395	F8A1	0	+	154887346	154887395	0	1	49	0	-1.26694760343141	0.000387428830196601
14031	chrX	155383082	155383131	F8A2	0	+	155383082	155383131	0	1	49	0	-1.27396517615517	0.000319002650939648
14032	chrX	155383082	155383131	F8A3	0	+	155383082	155383131	0	1	49	0	-1.27396517615517	0.000319002650939648
14033	chr6	170406322	170406371	FAM120B	0	+	170406322	170406371	0	1	49	0	3.24843462611961	0.000932938665302752
14034	chr8	143725982	143726031	FAM83H	0	-	143725982	143726031	0	1	49	0	-1.24319351747922	0.000546994774537679
14035	chr6	32129802	32129851	FKBPL	0	-	32129802	32129851	0	1	49	0	1.01738684874552	0.00292645291231064
14036	chr1	155234647	155234696	GBA	0	-	155234647	155234696	0	1	49	0	-1.04145387482816	0.00260315477658413
